code_station;y;ECO_2016;ECO_2017;ECO_2018;BIO_2016;BIO_2017;BIO_2018;PC_2016;PC_2017;PC_2018;CHI_2016;CHI_2017;CHI_2018
05125100;6348540;2;2;U;1;1;U;2;2;2;U;U;U
05125150;6351760;3;3;U;3;3;U;2;2;2;U;U;U
05125160;6354670;4;5;U;4;5;U;3;3;3;U;U;U
05125200;6340790;3;3;U;3;3;U;2;2;2;2;2;2
05125230;6348900;2;2;U;2;2;U;2;2;2;U;U;U
05125235;6355000;2;2;U;2;2;U;2;2;2;U;U;U
05125255;6351060;3;3;U;3;3;U;2;2;2;U;U;U
05125260;6351060;3;3;U;3;3;U;2;2;2;2;2;2
05125265;6345770;U;3;U;U;3;U;U;U;2;U;U;U
05125280;6350630;3;3;U;3;3;U;2;3;2;U;U;U
05125290;6341440;2;2;U;U;U;U;2;2;2;U;U;U
05125300;6343630;3;3;U;3;3;U;3;3;3;2;2;2
05125400;6336250;3;3;U;3;3;U;2;2;2;U;U;U
05125405;6336900;3;3;U;3;3;U;2;2;2;U;U;U
05125407;6334730;3;3;U;3;3;U;2;2;2;U;U;U
05125410;6334040;2;2;U;2;2;U;2;2;2;U;U;U
05125420;6334480;2;2;U;2;2;U;2;2;2;U;U;U
05125425;6334870;4;4;U;4;4;U;2;3;3;U;U;U
05125430;6334530;2;3;U;2;3;U;2;2;2;U;U;U
05125450;6330690;3;3;U;3;3;U;2;2;2;U;U;U
05125455;6328730;3;3;U;3;3;U;2;2;2;U;U;U
05125457;6331700;4;4;U;4;4;U;2;2;2;U;U;U
05125460;6329450;2;2;U;U;U;U;2;2;2;U;U;U
05125500;6340290;3;3;U;3;3;U;2;2;2;U;U;U
05125510;6338460;3;3;U;3;3;U;2;2;2;U;U;U
05125540;6340630;3;3;U;3;3;U;2;2;2;2;2;2
05125545;6345010;3;3;U;3;3;U;2;2;2;U;U;U
05125600;6347850;4;4;U;4;4;U;2;2;2;2;2;2
05125615;6345410;2;2;U;U;U;U;2;2;2;U;U;U
05125640;6348780;4;5;U;4;5;U;3;3;2;U;U;U
05125650;6350020;3;3;U;3;3;U;3;3;3;2;2;2
05125700;6346480;3;3;U;3;3;U;2;2;2;U;U;U
05125750;6351170;2;2;U;2;2;U;2;2;2;U;U;U
05125780;6345700;3;3;U;3;3;U;2;2;2;5;5;2
05125800;6353480;3;3;U;3;3;U;2;2;2;U;U;U
05125850;6356570;2;2;U;U;U;U;2;2;2;U;U;U
05125858;6355920;2;3;U;2;3;U;2;2;2;U;U;U
05125860;6355270;3;3;U;3;3;U;2;2;2;5;5;2
05125863;6354690;3;3;U;3;3;U;2;2;2;2;2;2
05125870;6351210;3;3;U;3;3;U;2;2;2;U;U;U
05125900;6345590;3;3;U;3;3;U;4;4;4;5;2;2
05125960;6354510;4;4;U;4;4;U;3;3;3;U;U;U
05125995;6350010;4;4;U;4;4;U;2;2;2;U;U;U
05126000;6354570;3;3;U;3;3;U;2;2;2;2;2;2
05126040;6360150;3;3;U;3;3;U;2;2;2;U;U;U
05126050;6361603;5;3;U;5;2;U;2;2;2;2;2;2
05126060;6361710;3;2;U;3;2;U;2;2;2;U;U;U
05126068;6368430;3;3;U;3;3;U;2;2;2;U;U;U
05126070;6361040;2;3;U;2;2;U;2;2;2;2;5;2
05126090;6363330;3;2;U;3;2;U;2;2;2;U;U;U
05126100;6363890;3;3;U;3;3;U;2;2;2;2;2;2
05126150;6363780;3;3;U;3;3;U;2;2;2;2;2;2
05126160;6364310;4;4;U;4;4;U;2;2;2;U;U;U
05126500;6359700;3;3;U;3;3;U;2;2;2;2;2;2
05127000;6360010;3;3;U;3;3;U;2;2;2;2;2;2
05127100;6360260;2;3;U;U;U;U;2;3;3;U;U;U
05127150;6361880;2;2;U;U;U;U;2;2;2;U;U;U
05127160;6361450;3;3;U;3;3;U;2;3;2;U;U;U
05127200;6362640;4;3;U;4;3;U;2;2;2;U;U;U
05127300;6363780;5;5;U;5;5;U;3;3;3;U;U;U
05127400;6361030;2;2;U;2;2;U;2;2;2;2;2;U
05127460;6360600;2;2;U;2;2;U;2;2;2;U;U;U
05127470;6358580;4;4;U;4;4;U;3;4;4;2;2;2
05127500;6360740;2;2;U;2;2;U;2;2;2;2;2;2
05127660;6362410;2;2;U;2;2;U;2;2;2;U;U;U
05127800;6364980;2;2;U;U;U;U;2;2;2;U;U;U
05127900;6370850;2;2;U;U;U;U;2;2;3;2;2;2
05128000;6363090;3;3;U;3;3;U;2;2;2;2;2;2
05128020;6361190;3;3;U;3;3;U;3;3;3;U;U;U
05128050;6362130;2;2;U;U;U;U;1;1;2;U;U;U
05128950;6332230;5;5;U;5;5;U;3;4;3;2;2;2
05129000;6329780;3;3;U;3;U;U;2;3;3;5;5;2
05129025;6325250;3;2;U;U;U;U;4;2;4;U;U;U
05129029;6324390;3;3;U;U;U;U;4;5;5;U;U;U
05129060;6325160;3;U;U;U;U;U;3;U;3;U;U;U
05129070;6322430;4;3;U;4;3;U;3;3;3;2;2;5
05129073;6317390;4;3;U;4;3;U;2;2;2;U;U;U
05129074;6316840;3;4;U;3;4;U;3;4;4;2;2;2
05129078;6313620;4;4;U;4;4;U;3;3;3;2;2;2
05129079;6314070;U;5;U;U;5;U;U;5;5;U;2;2
05129085;6318980;2;2;U;U;U;U;2;2;2;U;U;U
05129086;6313990;U;3;U;U;3;U;U;U;U;U;U;U
05129088;6313970;U;3;U;U;3;U;U;U;U;U;U;U
05129100;6319960;2;3;U;2;3;U;2;3;3;2;5;2
05129150;6315270;5;5;U;5;5;U;4;4;3;2;2;5
05129155;6310520;3;3;U;U;U;U;5;5;5;U;U;U
05129160;6312980;4;4;U;4;4;U;3;3;3;U;U;U
05129900;6309680;4;3;U;4;3;U;4;4;4;2;2;2
05130000;6308810;3;4;U;3;4;U;2;2;2;2;2;2
05130001;6309380;U;2;U;U;U;U;U;2;2;U;U;2
05130100;6306780;2;2;U;U;U;U;2;2;2;U;U;U
05130500;6301930;5;5;U;5;5;U;4;4;4;U;U;U
05131000;6298390;4;4;U;4;4;U;2;2;2;2;2;2
05131200;6294880;3;3;U;3;3;U;3;3;3;2;2;2
05132000;6297570;3;3;U;3;3;U;3;4;4;U;U;U
05132100;6297500;3;3;U;3;3;U;2;2;2;2;2;2
05132600;6298540;2;2;U;2;2;U;2;2;2;2;2;2
05132619;6293040;U;5;U;U;5;U;U;U;U;U;U;U
05132800;6310180;3;3;U;3;3;U;2;2;2;U;U;U
05132809;6310230;U;4;U;U;4;U;U;U;U;U;U;U
05132810;6310210;U;4;U;U;4;U;U;U;U;U;U;U
05133000;6296740;4;4;U;4;4;U;2;2;2;5;2;2
05133100;6296600;3;3;U;2;2;U;2;2;2;5;5;2
05133107;6296560;U;5;U;U;5;U;U;U;U;U;U;U
05133108;6296920;U;3;U;U;3;U;U;U;U;U;U;U
05133280;6305480;2;2;U;1;1;U;2;2;2;U;U;U
05133300;6303970;5;5;U;5;5;U;2;1;1;2;2;2
05133400;6302470;3;2;U;3;2;U;2;2;2;U;U;U
05133500;6300720;2;2;U;2;1;U;1;1;2;U;U;U
05134000;6292400;3;3;U;3;3;U;2;2;2;2;2;2
05134220;6283160;U;3;U;U;3;U;U;3;2;U;2;2
05134250;6281960;3;2;U;3;2;U;2;2;2;5;5;2
05134260;6286270;3;3;U;3;3;U;2;2;2;U;U;U
05134263;6289190;U;5;U;U;5;U;U;U;U;U;U;U
05134264;6289130;U;5;U;U;5;U;U;U;U;U;U;U
05134300;6280320;2;2;U;2;2;U;2;2;2;U;U;U
05134310;6277500;3;3;U;3;3;U;3;3;3;5;5;2
05134350;6275020;3;3;U;3;3;U;4;4;4;2;2;2
05134351;6273700;U;3;U;U;3;U;U;U;U;U;U;U
05134352;6273630;U;3;U;U;3;U;U;U;U;U;U;U
05134360;6270970;3;3;U;2;3;U;4;4;4;U;U;U
05134364;6265980;U;4;U;U;4;U;U;U;U;U;U;U
05134365;6265870;U;2;U;1;2;U;U;U;U;U;U;U
05134374;6264310;U;3;U;U;3;U;U;U;U;U;U;U
05134375;6264280;U;3;U;U;3;U;U;U;U;U;U;U
05134380;6265400;3;3;U;3;3;U;3;3;2;U;U;U
05134400;6264470;3;2;U;3;2;U;2;2;2;U;U;U
05134430;6261800;2;2;U;2;2;U;2;2;2;U;U;U
05134432;6260180;2;3;U;U;U;U;2;2;2;2;2;2
05134500;6259790;2;2;U;2;2;U;1;1;2;U;U;U
05134520;6259210;2;2;U;2;2;U;2;2;2;U;U;U
05134540;6258950;2;2;U;U;U;U;2;2;2;U;U;U
05134550;6259880;2;2;U;U;U;U;2;2;2;U;U;U
05134581;6281650;U;3;U;U;3;U;U;U;U;U;U;U
05134600;6277520;2;2;U;2;2;U;2;2;2;2;2;2
05134900;6275910;3;3;U;3;3;U;2;3;2;2;2;2
05135000;6273360;3;4;U;2;4;U;2;2;2;2;2;2
05135100;6271520;4;4;U;4;4;U;2;2;2;2;2;2
05135300;6269000;2;2;U;U;U;U;2;2;2;U;U;U
05135900;6268110;2;2;U;2;2;U;2;2;2;U;U;U
05135906;6270430;U;3;U;U;3;U;U;U;U;U;U;U
05135907;6270420;U;4;U;U;4;U;U;U;U;U;U;U
05135909;6268500;U;3;U;U;3;U;U;U;U;U;U;U
05136000;6267090;2;2;U;1;2;U;2;2;2;2;2;2
05136200;6262720;2;1;U;2;1;U;2;1;1;U;U;U
05136900;6259330;1;2;U;1;2;U;1;1;1;U;U;U
05137000;6267350;3;3;U;3;3;U;1;1;1;2;2;2
05137001;6267290;U;2;U;U;U;U;U;1;1;U;U;2
05137050;6268500;1;1;U;1;1;U;1;1;1;U;U;U
05137069;6273740;U;3;U;U;3;U;U;U;U;U;U;U
05137090;6270120;1;1;U;1;1;U;1;1;1;U;U;U
05137200;6266850;3;3;U;3;3;U;2;2;3;U;U;U
05138000;6265590;3;3;U;3;3;U;2;2;2;2;2;2
05138100;6264250;3;3;U;3;3;U;2;2;2;U;U;U
05138200;6263880;2;2;U;1;1;U;2;2;2;U;U;U
05138900;6263130;3;3;U;3;3;U;2;2;2;2;2;2
05139000;6276370;2;2;U;2;2;U;2;2;2;2;2;U
05139100;6278350;3;3;U;3;3;U;2;3;2;2;2;2
05139130;6274870;3;3;U;3;3;U;2;2;2;U;U;U
05139140;6278610;2;2;U;2;2;U;2;2;2;U;U;U
05139200;6276510;2;2;U;2;2;U;2;2;2;U;U;U
05139215;6280750;3;2;U;3;2;U;2;2;2;U;U;U
05139220;6281660;2;2;U;2;2;U;2;2;2;2;2;2
05139230;6282810;1;1;U;1;1;U;1;1;2;U;U;U
05139238;6284510;U;3;U;U;3;U;U;U;U;U;U;U
05139240;6284720;U;3;U;U;3;U;U;U;U;U;U;U
05139310;6287090;2;2;U;2;2;U;2;2;2;2;2;2
05139330;6292710;2;2;U;2;2;U;2;2;2;2;2;2
05139345;6291050;2;2;U;1;1;U;2;2;2;2;2;2
05139350;6290900;2;2;U;2;2;U;2;2;2;U;U;U
05139390;6289470;2;2;U;2;2;U;2;2;2;2;2;2
05139900;6282860;2;3;U;U;3;U;2;2;2;U;U;U
05140000;6282370;3;3;U;3;3;U;1;1;1;2;2;2
05140050;6282450;2;2;U;2;2;U;1;1;1;U;U;U
05140060;6278030;2;2;U;2;2;U;2;2;2;U;U;U
05140065;6279110;2;2;U;2;2;U;1;1;2;U;U;U
05140070;6280310;1;1;U;1;1;U;1;1;2;U;U;U
05140090;6285810;3;3;U;2;2;U;3;3;2;U;U;U
05140100;6289250;2;3;U;2;3;U;2;2;2;U;U;U
05140150;6278670;3;3;U;3;3;U;1;1;2;2;2;2
05140200;6289280;3;3;U;3;3;U;5;5;5;2;2;2
05140500;6284640;2;2;U;2;2;U;2;2;2;5;5;2
05141000;6300540;3;3;U;3;3;U;2;2;2;2;2;2
05141100;6303170;3;2;U;U;U;U;2;2;2;2;2;2
05141300;6306460;4;4;U;4;4;U;4;4;5;2;2;2
05141700;6311750;U;3;U;U;U;U;2;5;3;2;2;2
05141780;6312480;2;3;U;2;2;U;2;2;2;2;5;5
05141789;6307160;U;4;U;U;4;U;U;U;U;U;U;U
05141800;6316260;3;2;U;3;2;U;4;2;4;2;2;2
05141950;6313960;2;2;U;U;U;U;2;2;2;2;2;2
05142000;6314970;3;3;U;U;U;U;3;3;3;2;2;2
05142100;6316920;4;4;U;4;4;U;2;3;2;5;5;2
05142107;6320250;U;4;U;U;4;U;U;U;U;U;U;U
05142109;6320300;U;5;U;U;5;U;U;U;U;U;U;U
05142120;6314660;3;3;U;3;3;U;3;3;3;2;2;2
05142125;6311050;U;U;U;U;U;U;U;2;2;U;2;2
05142150;6315030;3;3;U;3;3;U;2;2;2;5;2;2
05142155;6313270;U;U;U;U;U;U;U;2;2;U;2;2
05142183;6322670;U;3;U;U;3;U;U;U;U;U;U;U
05142184;6323130;U;3;U;U;3;U;U;U;U;U;U;U
05142200;6316640;4;4;U;4;4;U;4;4;4;U;U;U
05142495;6315420;3;3;U;3;3;U;2;2;2;2;2;2
05142500;6316440;3;3;U;2;1;U;3;3;3;2;2;2
05142520;6318610;3;2;U;3;2;U;2;2;2;U;U;U
05142540;6315880;2;2;U;2;2;U;2;2;2;2;2;2
05142600;6316181;3;2;U;3;2;U;2;2;3;U;U;U
05142900;6314770;3;3;U;3;3;U;2;2;2;2;5;5
05143000;6314240;3;3;U;3;3;U;2;2;2;5;5;2
05143120;6301030;2;2;U;2;2;U;2;2;2;U;U;U
05143200;6300880;2;2;U;2;2;U;2;2;2;U;U;U
05143990;6322020;3;3;U;3;3;U;2;2;2;2;2;2
05144000;6322140;3;3;U;3;3;U;2;3;3;2;2;2
05144250;6336590;4;3;U;4;3;U;2;2;2;2;2;2
05144300;6329630;3;2;U;2;2;U;3;2;2;U;U;U
05144500;6321410;2;3;U;2;2;U;2;3;3;5;5;2
05144520;6322480;3;3;U;2;2;U;3;3;3;U;U;U
05145000;6319520;3;3;U;3;2;U;3;3;3;U;U;U
05145100;6317350;2;2;U;1;1;U;2;2;2;U;U;U
05145200;6316930;3;3;U;3;3;U;3;3;3;2;2;2
05145215;6310570;3;2;U;3;2;U;2;2;2;U;U;U
05145280;6300030;2;2;U;1;2;U;2;2;2;U;U;U
05145300;6298890;2;2;U;2;2;U;2;2;2;2;2;2
05145410;6311450;2;2;U;U;U;U;2;2;2;U;U;U
05145440;6314550;2;2;U;U;U;U;2;2;2;U;U;U
05145600;6328790;2;2;U;U;U;U;2;2;2;2;2;2
05145650;6341490;2;3;U;2;3;U;2;2;2;2;2;2
05145660;6344080;U;3;U;2;3;U;U;U;U;U;U;U
05145687;6331220;3;3;U;3;3;U;2;2;2;U;U;U
05145700;6326430;3;3;U;3;3;U;2;2;2;2;2;2
05145750;6322231;2;2;U;2;2;U;2;2;2;U;U;U
05145760;6322420;2;2;U;2;2;U;2;2;2;U;U;U
05145900;6332210;2;2;U;1;1;U;2;2;2;U;U;U
05147000;6333680;4;3;U;4;3;U;2;2;2;2;2;2
05148000;6334260;2;2;U;2;2;U;2;2;2;5;2;2
05148020;6331050;1;2;U;1;1;U;1;2;1;U;U;U
05148080;6334440;2;2;U;1;1;U;2;2;2;U;U;U
05148150;6328970;2;2;U;1;1;U;2;2;2;U;U;U
05148180;6329270;2;2;U;1;1;U;2;2;2;U;U;U
05148200;6330830;2;2;U;2;2;U;1;1;1;2;2;2
05148680;6340260;3;3;U;3;3;U;2;2;2;U;U;U
05148700;6340250;2;2;U;2;2;U;2;2;2;U;U;U
05148850;6344950;3;3;U;3;3;U;2;2;2;U;U;U
05149000;6344630;3;2;U;3;2;U;2;2;2;2;2;2
05149001;6345380;U;2;U;U;U;U;U;2;2;U;U;2
05149500;6343460;2;2;U;2;2;U;1;2;2;U;U;U
05149520;6344380;3;2;U;2;2;U;2;2;2;2;2;2
05149600;6346850;1;1;U;1;1;U;1;1;2;U;U;U
05149650;6351220;2;2;U;2;1;U;2;2;2;U;U;U
05149700;6353970;3;3;U;1;1;U;3;3;2;U;U;U
05149850;6362020;3;3;U;1;1;U;3;3;3;U;U;U
05150000;6359470;3;3;U;3;3;U;2;2;2;2;2;2
05150400;6362750;3;3;U;1;1;U;3;3;3;U;U;U
05150600;6362060;2;3;U;2;2;U;2;3;3;U;U;U
05150900;6365710;2;2;U;2;2;U;2;2;2;2;2;2
05151000;6359310;2;2;U;1;1;U;2;2;2;2;2;U
05151050;6347720;2;2;U;2;2;U;2;2;2;U;U;U
05151100;6340260;3;3;U;2;2;U;1;1;1;2;2;2
05151120;6356020;2;2;U;2;2;U;2;2;2;U;U;U
05151150;6352370;2;2;U;2;2;U;2;2;2;2;2;2
05151200;6359950;3;3;U;2;3;U;3;3;2;U;U;U
05151975;6327980;4;4;U;4;4;U;3;3;3;2;2;2
05151978;6326440;4;4;U;4;4;U;5;5;5;U;U;U
05151982;6325130;3;3;U;3;3;U;4;4;4;U;U;U
05151990;6321150;3;2;U;3;2;U;3;2;3;U;U;U
05151993;6319960;3;3;U;2;3;U;4;4;4;U;U;U
05151994;6319480;4;4;U;4;4;U;3;3;3;U;U;U
05152000;6326710;3;3;U;3;3;U;2;2;2;2;2;2
05152500;6303960;2;2;U;U;U;U;2;2;2;U;U;U
05152550;6302870;3;3;U;3;3;U;2;3;3;2;2;U
05152555;6296750;5;5;U;5;5;U;3;3;3;2;2;U
05153000;6321070;3;3;U;3;3;U;2;3;3;5;2;5
05153940;6290660;2;2;U;2;2;U;2;2;2;5;2;5
05153942;6289880;5;5;U;5;5;U;2;2;3;U;U;U
05153945;6282100;4;4;U;4;4;U;3;3;3;2;2;2
05153950;6284550;3;2;U;2;2;U;2;2;2;2;2;2
05153960;6280140;2;2;U;2;2;U;2;2;2;2;2;2
05153970;6272780;4;4;U;4;4;U;3;3;4;2;2;U
05153980;6260780;2;2;U;2;2;U;2;2;2;U;U;U
05154100;6246560;3;2;U;1;1;U;2;2;2;5;2;2
05154250;6318800;4;3;U;4;3;U;2;2;2;5;5;2
05154280;6320600;3;2;U;U;U;U;2;2;2;2;2;2
05154350;6317690;3;3;U;U;U;U;3;3;3;U;U;U
05154400;6310660;4;4;U;4;4;U;2;2;2;2;2;2
05154450;6308860;3;3;U;3;3;U;3;3;2;2;2;2
05154500;6307670;3;3;U;3;3;U;2;2;2;2;5;2
05154580;6302430;3;3;U;U;U;U;4;4;4;U;U;U
05154600;6300090;4;4;U;4;4;U;3;4;4;2;2;5
05154800;6302940;3;2;U;2;2;U;2;2;2;2;2;2
05155000;6299830;4;3;U;4;3;U;3;3;2;5;2;5
05155100;6285400;5;5;U;5;5;U;3;2;2;2;5;5
05155125;6282060;3;3;U;3;3;U;2;2;2;2;2;U
05155140;6280250;3;3;U;U;U;U;3;3;3;U;U;U
05155150;6277070;3;3;U;U;U;U;3;3;3;5;2;5
05155230;6268250;3;2;U;2;2;U;2;2;2;2;2;2
05155300;6259700;3;3;U;3;2;U;2;2;2;2;2;2
05155600;6260350;3;3;U;3;3;U;2;2;2;2;2;2
05155655;6242630;3;2;U;1;1;U;2;2;2;2;2;2
05155800;6271210;3;2;U;2;2;U;2;2;2;5;2;5
05155820;6268540;4;4;U;4;4;U;2;2;2;5;2;5
05155890;6260510;5;5;U;5;5;U;3;3;3;U;U;U
05156700;6299090;3;3;U;3;3;U;2;2;2;U;U;U
05156930;6297770;U;U;U;U;U;U;U;2;2;U;U;U
05156950;6295940;4;3;U;4;3;U;3;3;3;5;5;5
05157100;6284260;5;5;U;5;5;U;5;5;5;5;2;2
05157140;6282620;5;5;U;5;5;U;5;5;5;2;2;2
05157150;6277180;2;2;U;U;U;U;2;2;3;U;U;U
05157200;6276520;4;5;U;4;5;U;5;5;4;5;2;2
05157250;6275400;5;5;U;5;5;U;4;3;4;U;U;U
05157350;6274100;4;4;U;4;4;U;3;4;4;U;U;U
05157359;6274010;4;4;U;4;4;U;3;3;3;U;U;U
05157360;6273020;4;4;U;4;4;U;3;4;4;U;U;U
05157361;6271370;U;4;U;U;4;U;U;2;4;U;U;U
05157362;6270290;U;5;U;U;5;U;U;4;4;U;U;U
05157365;6270870;3;3;U;3;3;U;3;4;4;U;U;U
05157369;6270420;3;3;U;2;3;U;3;3;3;U;U;U
05157370;6270320;3;3;U;2;2;U;3;3;3;U;U;U
05157400;6266960;U;4;U;U;4;U;U;U;5;U;U;U
05157510;6265000;3;4;U;U;4;U;4;4;4;U;U;U
05157550;6263640;3;3;U;U;U;U;3;3;3;U;U;U
05157561;6262980;5;5;U;5;5;U;5;5;5;U;U;U
05157562;6262750;4;4;U;4;4;U;3;3;U;U;U;U
05157565;6262720;5;5;U;5;5;U;5;5;5;U;U;U
05157568;6261240;U;5;U;U;5;U;U;5;5;U;U;U
05157570;6260820;4;5;U;4;5;U;4;3;4;U;U;U
05157595;6261360;2;2;U;2;2;U;2;2;2;U;U;U
05157600;6262130;3;5;U;U;5;U;5;5;5;2;2;2
05157607;6264260;4;4;U;4;4;U;5;5;5;U;U;U
05157610;6264430;4;4;U;4;4;U;3;2;2;U;U;U
05157620;6261150;2;2;U;2;2;U;2;2;2;U;U;U
05157622;6258610;U;U;U;U;U;U;U;2;2;U;U;U
05157625;6257570;5;4;U;5;4;U;3;3;4;U;U;U
05157645;6255480;5;5;U;5;5;U;4;5;5;U;U;U
05157650;6256480;4;4;U;4;4;U;3;3;3;5;2;2
05157670;6254100;3;3;U;U;U;U;5;4;3;U;U;U
05157680;6250980;2;2;U;U;U;U;2;2;2;U;U;U
05157750;6254020;3;3;U;3;3;U;2;2;2;5;5;5
05157760;6249170;3;3;U;3;2;U;2;3;3;U;U;U
05157800;6248110;3;3;U;3;3;U;3;3;3;2;2;5
05157820;6244590;3;3;U;3;3;U;5;5;3;U;U;U
05157850;6244750;3;3;U;U;U;U;3;3;3;U;U;U
05157900;6241240;3;3;U;U;U;U;5;5;5;U;U;U
05157950;6238660;3;3;U;U;U;U;3;3;3;U;U;U
05158000;6296100;3;3;U;2;2;U;3;3;3;5;2;2
05158090;6288060;4;5;U;4;5;U;3;2;2;2;2;2
05158141;6286790;3;3;U;U;U;U;5;5;5;U;U;U
05158150;6283470;5;5;U;5;5;U;3;3;3;2;2;2
05158160;6282880;5;5;U;5;5;U;4;3;3;2;2;2
05158170;6280700;5;5;U;5;5;U;3;3;3;U;U;U
05158180;6282040;5;5;U;5;5;U;3;3;3;2;2;2
05158200;6272670;4;4;U;4;4;U;4;4;4;2;2;2
05158280;6276600;3;3;U;U;U;U;4;4;3;U;U;U
05158290;6276730;3;3;U;U;U;U;4;3;3;U;U;U
05158300;6274730;5;5;U;5;5;U;4;4;4;2;2;2
05158314;6275070;U;4;U;U;4;U;U;U;U;U;U;U
05158315;6275020;U;4;U;U;4;U;U;U;U;U;U;U
05158700;6289980;5;5;U;5;5;U;4;4;4;5;5;2
05158800;6288180;U;3;U;U;U;U;U;3;3;U;2;2
05159000;6285220;5;5;U;5;5;U;5;5;5;2;2;5
05159180;6282990;U;3;U;U;U;U;U;5;5;U;2;2
05159200;6282910;U;3;U;U;U;U;U;3;2;U;5;5
05159250;6282410;U;3;U;U;U;U;U;5;5;U;2;2
05159260;6281880;4;4;U;4;4;U;3;2;4;U;2;2
05159300;6280300;5;5;U;5;5;U;3;3;4;2;2;2
05159400;6278790;5;5;U;5;5;U;5;5;5;2;2;2
05159410;6277730;U;3;U;U;U;U;U;5;5;U;2;2
05159420;6276780;U;3;U;U;U;U;U;5;5;U;2;2
05159450;6273880;3;4;U;3;4;U;5;5;5;2;2;2
05159465;6272880;U;3;U;U;U;U;U;4;3;U;2;2
05159468;6272120;3;5;U;U;5;U;5;4;3;2;2;2
05159470;6271930;5;5;U;5;5;U;5;U;U;U;U;U
05160000;6291380;2;3;U;U;U;U;2;3;3;U;2;2
05161000;6290400;3;3;U;3;3;U;2;2;2;5;2;2
05161500;6286300;2;2;U;U;U;U;2;2;2;U;U;U
05161900;6281960;3;3;U;3;3;U;2;2;2;U;U;U
05161950;6281510;3;3;U;3;3;U;2;3;3;5;5;2
05162450;6272680;U;3;U;U;U;U;U;3;3;U;2;2
05162500;6270990;3;3;U;3;3;U;2;2;2;5;2;2
05162505;6270230;U;3;U;U;U;U;U;5;5;U;2;2
05162520;6267380;3;3;U;3;3;U;3;3;3;2;2;2
05162580;6259500;5;4;U;5;4;U;5;5;5;2;2;2
05162600;6255590;3;2;U;2;2;U;2;2;2;5;2;2
05162605;6255020;3;2;U;3;2;U;2;2;3;2;2;2
05162620;6253970;4;4;U;4;4;U;3;3;3;U;U;U
05162624;6248560;4;4;U;4;4;U;3;3;3;2;2;2
05162800;6257950;2;2;U;U;U;U;2;2;2;2;2;2
05162980;6280470;3;3;U;U;U;U;3;4;3;U;2;5
05163000;6279350;3;3;U;3;3;U;2;2;2;U;U;U
05163100;6277490;3;3;U;3;3;U;2;2;2;U;U;U
05163140;6275870;2;2;U;U;U;U;2;2;2;U;U;U
05163290;6276060;3;3;U;3;3;U;2;2;2;2;2;2
05163440;6272900;U;3;U;U;U;U;U;3;3;U;2;2
05163700;6272250;4;4;U;4;4;U;5;4;3;2;2;5
05163800;6270800;3;3;U;U;U;U;3;3;3;U;U;U
05163860;6268010;3;4;U;3;4;U;3;3;3;U;U;U
05163910;6264690;4;4;U;4;4;U;3;3;3;U;U;U
05164000;6268020;2;3;U;2;3;U;2;3;2;2;2;2
05164001;6269190;U;2;U;U;U;U;U;2;2;U;2;2
05164650;6266190;3;3;U;U;U;U;3;3;3;U;2;2
05164690;6265330;3;3;U;3;3;U;2;2;2;U;U;U
05164700;6265240;2;3;U;2;3;U;2;2;2;U;U;U
05165000;6262620;4;3;U;4;3;U;3;3;3;5;5;2
05165150;6254880;2;3;U;U;U;U;2;3;3;U;U;U
05165200;6249110;U;4;U;U;4;U;U;U;2;U;U;U
05165250;6244040;2;3;U;2;2;U;2;3;2;U;U;U
05165255;6243780;2;3;U;2;3;U;2;2;2;2;2;2
05165760;6259900;4;4;U;4;4;U;3;3;3;U;U;U
05165770;6258470;4;4;U;4;4;U;2;3;3;U;U;U
05165774;6261260;5;5;U;5;5;U;U;U;4;U;U;U
05165775;6261310;5;5;U;5;5;U;U;U;2;U;U;U
05165790;6255900;3;3;U;3;3;U;4;4;4;U;U;U
05165845;6263280;3;3;U;U;U;U;3;3;3;U;U;U
05165850;6263660;3;4;U;3;4;U;3;3;3;2;2;2
05165890;6246020;3;3;U;3;2;U;3;3;4;U;U;U
05165900;6246840;3;3;U;3;3;U;2;2;2;2;2;2
05166000;6243950;3;3;U;3;3;U;2;3;3;5;2;2
05166850;6240680;3;3;U;3;2;U;3;3;3;U;U;U
05166900;6235380;3;3;U;3;3;U;3;3;3;2;2;2
05166998;6233660;3;3;U;U;U;U;3;3;3;U;U;U
05166999;6233710;2;2;U;U;U;U;2;2;2;U;U;U
05167000;6234060;2;2;U;2;2;U;2;2;2;2;2;2
05167001;6231450;3;3;U;U;U;U;3;3;4;U;U;U
05167002;6232150;2;2;U;U;U;U;2;2;3;U;U;U
05167003;6232310;2;2;U;U;U;U;2;2;2;U;U;U
05167005;6232970;3;3;U;U;U;U;3;3;3;U;U;U
05167006;6232720;2;2;U;U;U;U;2;2;3;U;U;U
05167007;6232220;2;2;U;U;U;U;2;2;2;U;U;U
05167008;6234240;2;2;U;2;2;U;2;2;2;2;2;2
05167010;6222900;3;3;U;3;3;U;2;2;2;2;2;2
05167020;6220380;2;2;U;1;1;U;2;2;2;U;U;U
05167030;6210260;1;1;U;1;1;U;1;1;1;U;U;U
05167050;6222090;2;3;U;2;2;U;2;4;3;U;U;U
05167450;6221250;2;3;U;2;3;U;2;2;2;U;U;U
05167550;6221200;2;2;U;2;2;U;2;2;2;2;2;2
05167800;6220680;2;2;U;1;1;U;2;2;2;U;U;U
